UID,Ano_Criacao,Sigla_IF,Nome_IF,Campus_IF,Tipo_Unidade,Regioes,UF,Municipio,Endereco_Padronizado,CEP,Telefone,E-mail,Site,Dirigente,Fonte,Endereco_Geocodificacao_Base,latitude,longitude,geocode_status,geocode_precisao,geocode_confianca,geocode_query,geocode_endereco_retornado,geocode_osm_type,geocode_osm_id,geocode_importance,revisar_manual
ifal_campus_satuba,1911,IFAL,Instituto Federal de Alagoas,Campus Satuba,Campus,Nordeste,AL,Satuba,"Satuba, RUA 17 DE AGOSTO, CENTRO, Satuba, AL, 57120-000",57120-000,(82) 2126-6500,None,www.ifal.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/alagoas,"Satuba, RUA 17 DE AGOSTO, CENTRO, Satuba, AL, 57120-000, Brasil",-9.5445768,-35.8127442,ok,cep_municipio_uf,media,"57120-000, Satuba, AL, Brasil","57120-000, Satuba, Alagoas, Região Nordeste, Brasil",,,0.12000999999999995,False
ifal_campus_vicosa,2014,IFAL,Instituto Federal de Alagoas,Campus Viçosa,Campus,Nordeste,AL,Viçosa,"Rua Mota Lima, Centro, Viçosa, AL, 57700-000",57700-000,(82) 3194-1171,None,www.ifal.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/alagoas,"Rua Mota Lima, Centro, Viçosa, AL, 57700-000, Brasil",-9.3773339,-36.2473428,ok,cep_municipio_uf,media,"57700-000, Viçosa, AL, Brasil","57700-000, Viçosa, Alagoas, Região Nordeste, Brasil",,,0.12000999999999995,False
ifal_escola_tecnica_de_artes_ufal,,IFAL,Instituto Federal de Alagoas,Escola Técnica de Artes/Ufal,Outros,Nordeste,AL,Maceió,"Praça Visconde de Sinimbú, Centro, Maceió, AL, 57020-720",57020-720,(82) 3214-1614,secretaria@eta.ufal.br,www.ifal.edu.br,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/alagoas,"Praça Visconde de Sinimbú, Centro, Maceió, AL, 57020-720, Brasil",-9.6680686,-35.7336635,ok,cep_municipio_uf,media,"57020-720, Maceió, AL, Brasil","57020-720, Maceió, Alagoas, Região Nordeste, Brasil",,,0.12000999999999995,False
ifap_reitoria_do_instituto_federal_do_amapa,,IFAP,Instituto Federal do Amapá,Reitoria do Instituto Federal do Amapá,Reitoria,Norte,AP,Macapá,"Rodovia BR-210, Reitoria, Brasil Novo, Macapá, AP, 68909-398",68909-398,(96) 3198-2152,reitoria@ifap.edu.br,https://www.ifap.edu.br/,Romaro Antonio Silva,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/amapa,"Rodovia BR-210, Reitoria, Brasil Novo, Macapá, AP, 68909-398, Brasil",0.131597,-51.1058097,ok,cep_municipio_uf,media,"68909-398, Macapá, AP, Brasil","68909-398, Macapá, Amapá, Região Norte, Brasil",,,0.12000999999999995,False
ifap_campus_oiapoque,2016,IFAP,Instituto Federal do Amapá,Campus Oiapoque,Campus,Norte,AP,Oiapoque,"Rua Joaquim Caetano da Silva, antigo hotel de Trânsito do Governo do Estado do Amapá., Centro, Oiapoque, AP, 68980-000",68980-000,(96) 3521-1334,None,https://www.ifap.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/amapa,"Rua Joaquim Caetano da Silva, antigo hotel de Trânsito do Governo do Estado do Amapá., Centro, Oiapoque, AP, 68980-000, Brasil",3.7043063,-51.7424379,ok,cep_municipio_uf,media,"68980-000, Oiapoque, AP, Brasil","68980-000, Oiapoque, Amapá, Região Norte, Brasil",,,0.12000999999999995,False
ifap_campus_laranjal_do_jari,2010,IFAP,Instituto Federal do Amapá,Campus Laranjal do Jari,Campus,Norte,AP,Laranjal do Jari,"Rua Nilo Peçanha, CAMPUS, CAJARI, Laranjal do Jari, AP, 68920-000",68920-000,(96) 9181-2165,None,https://www.ifap.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/amapa,"Rua Nilo Peçanha, CAMPUS, CAJARI, Laranjal do Jari, AP, 68920-000, Brasil",-0.7775463,-52.4290679,ok,cep_municipio_uf,media,"68920-000, Laranjal do Jari, AP, Brasil","68920-000, Laranjal do Jari, Amapá, Região Norte, Brasil",,,0.12000999999999995,False
ifap_campus_macapa,2010,IFAP,Instituto Federal do Amapá,Campus Macapá,Campus,Norte,AP,Macapá,"Rodovia BR-210, KM 3, Brasil Novo, Macapá, AP, 68909-398",68909-398,(96) 3223-5510,None,https://www.ifap.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/amapa,"Rodovia BR-210, KM 3, Brasil Novo, Macapá, AP, 68909-398, Brasil",0.0899958,-51.1015867,ok,endereco_padronizado,alta,"Rodovia BR-210, KM 3, Brasil Novo, Macapá, AP, 68909-398, Brasil","Rodovia Perimetral Norte, Loteamento Terra Nova, Brasil Novo, Macapá, Amapá, Região Norte, 68908-017, Brasil",way,163664570.0,0.05339287174792092,False
ifap_campus_porto_grande,2016,IFAP,Instituto Federal do Amapá,Campus Porto Grande,Campus,Norte,AP,Porto Grande,"Rua Getúlio Vargas, RODOVIA BR 210, KM 103, S/N, REITOR DOS PINHAIS, GLEBA MATAPI, Porto Grande, AP, 68997-000",68997-000,(96) 3198-2152,None,https://www.ifap.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/amapa,"Rua Getúlio Vargas, RODOVIA BR 210, KM 103, S/N, REITOR DOS PINHAIS, GLEBA MATAPI, Porto Grande, AP, 68997-000, Brasil",0.6587866,-51.4997454,ok,cep_municipio_uf,media,"68997-000, Porto Grande, AP, Brasil","68997-000, Porto Grande, Amapá, Região Norte, Brasil",,,0.12000999999999995,False
ifap_campus_santana,2015,IFAP,Instituto Federal do Amapá,Campus Santana,Campus,Norte,AP,Santana,"Rodovia Duca Serra, Nova Brasília, Santana, AP, 68925-000",68925-000,(96) 9151-2695,None,https://www.ifap.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/amapa,"Rodovia Duca Serra, Nova Brasília, Santana, AP, 68925-000, Brasil",-0.0635494,-51.166655,ok,cep_municipio_uf,media,"68925-000, Santana, AP, Brasil","68925-000, Santana, Amapá, Região Norte, Brasil",,,0.12000999999999995,False
ifap_campus_pedra_branca_do_amapari,,IFAP,Instituto Federal do Amapá,Campus Pedra Branca do Amapari,Campus,Norte,AP,Bairro Central Pedra Branca d o Amapari,"Avenida Francisco Dutra, s/n, Bairro Central Pedra Branca d o Amapari, AP, 68945-000",68945-000,None,coead.amapari@ifap.edu.br,https://www.ifap.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/amapa,"Avenida Francisco Dutra, s/n, Bairro Central Pedra Branca d o Amapari, AP, 68945-000, Brasil",,,falha,,sem_resultado,,,,,,True
ifam_reitoria_do_instituto_federal_do_amazonas,,IFAM,Instituto Federal do Amazonas,Reitoria do Instituto Federal do Amazonas,Reitoria,Norte,AM,Manaus,"Rua Ferreira Pena, Centro, Manaus, AM, 69025-010",69025-010,(92) 3306-0003,deap.proplad@ifam.edu.br,http://www2.ifam.edu.br/,Jaime Cavalcante Alves,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/amazonas,"Rua Ferreira Pena, Centro, Manaus, AM, 69025-010, Brasil",-3.1246349,-60.0250222,ok,endereco_padronizado,alta,"Rua Ferreira Pena, Centro, Manaus, AM, 69025-010, Brasil","Rua Ferreira Pena, Centro, Manaus, Amazonas, Região Norte, 69000-000, Brasil",way,43027769.0,0.053400563820859046,False
ifam_campus_avancado_manacapuru,2014,IFAM,Instituto Federal do Amazonas,Campus Avançado Manacapuru,Campus Avançado,Norte,AM,Manacapuru,"Estrada Manoel Urbano, km 77, Zona Rural,, Zona Rural, Manacapuru, AM, 69400-000",69400-000,(92) 99163-6052,None,http://www2.ifam.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/amazonas,"Estrada Manoel Urbano, km 77, Zona Rural,, Zona Rural, Manacapuru, AM, 69400-000, Brasil",-3.2922284,-60.6258138,ok,cep_municipio_uf,media,"69400-000, Manacapuru, AM, Brasil","69400-000, Manacapuru, Amazonas, Região Norte, Brasil",,,0.12000999999999995,False
ifam_campus_coari,2006,IFAM,Instituto Federal do Amazonas,Campus Coari,Campus,Norte,AM,Coari,"Estrada do Itapeuá, Km 2, Itamaraty, Coari, AM, 69460-000",69460-000,(97) 3561-3330,None,http://www2.ifam.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/amazonas,"Estrada do Itapeuá, Km 2, Itamaraty, Coari, AM, 69460-000, Brasil",-4.0932035,-63.1423419,ok,cep_municipio_uf,media,"69460-000, Coari, AM, Brasil","69460-000, Coari, Amazonas, Região Norte, Brasil",,,0.12000999999999995,False
ifam_campus_eirunepe,2016,IFAM,Instituto Federal do Amazonas,Campus Eirunepé,Campus,Norte,AM,Eirunepé,"Rua Balneário, n 118, Nossa Senhora de Fátima Eirunepé, AM, 69880-000",69880-000,(97) 3481-1353/3481-1217,None,http://www2.ifam.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/amazonas,"Rua Balneário, n 118, Nossa Senhora de Fátima Eirunepé, AM, 69880-000, Brasil",-6.6585254,-69.8720872,ok,cep_municipio_uf,media,"69880-000, Eirunepé, AM, Brasil","69880-000, Eirunepé, Amazonas, Região Norte, Brasil",,,0.12000999999999995,False
ifam_campus_humaita,2013,IFAM,Instituto Federal do Amazonas,Campus Humaitá,Campus,Norte,AM,Humaitá,"Rua Padre José de Souza Pena, RUA PEDRO DE ALCANTÂRA BACELAR, São Pedro, Humaitá, AM, 69800-000",69800-000,(92) 9188-4021,None,http://www2.ifam.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/amazonas,"Rua Padre José de Souza Pena, RUA PEDRO DE ALCANTÂRA BACELAR, São Pedro, Humaitá, AM, 69800-000, Brasil",-7.5137459,-63.0270721,ok,cep_municipio_uf,media,"69800-000, Humaitá, AM, Brasil","69800-000, Humaitá, Amazonas, Região Norte, Brasil",,,0.12000999999999995,False
ifam_campus_itacoatiara,2016,IFAM,Instituto Federal do Amazonas,Campus Itacoatiara,Campus,Norte,AM,Itacoatiara,"Rua Borba,, Pedreiras, Itacoatiara, AM, 69101-030",69101-030,(92) 8187-5776,None,http://www2.ifam.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/amazonas,"Rua Borba,, Pedreiras, Itacoatiara, AM, 69101-030, Brasil",-3.120723,-58.4234286,ok,cep_municipio_uf,media,"69101-030, Itacoatiara, AM, Brasil","Rua Pau Brasil, Itacoatiara, Amazonas, Região Norte, 69103-304, Brasil",way,262445303.0,0.05338821469443805,False
ifam_campus_labrea,2010,IFAM,Instituto Federal do Amazonas,Campus Lábrea,Campus,Norte,AM,Lábrea,"RUA 22 DE OUTUBRO,, VILLA FALCÃO, Lábrea, AM, 69830-000",69830-000,(97) 3331-2064,None,http://www2.ifam.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/amazonas,"RUA 22 DE OUTUBRO,, VILLA FALCÃO, Lábrea, AM, 69830-000, Brasil",-7.2503373,-64.7837183,ok,cep_municipio_uf,media,"69830-000, Lábrea, AM, Brasil","69830-000, Lábrea, Amazonas, Região Norte, Brasil",,,0.12000999999999995,False
ifam_campus_manaus_centro,1909,IFAM,Instituto Federal do Amazonas,Campus Manaus Centro,Campus,Norte,AM,Manaus,"Avenida 7 de Setembro, Centro, Manaus, AM, 69020-120",69020-120,(92) 3621-6700,None,http://www2.ifam.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/amazonas,"Avenida 7 de Setembro, Centro, Manaus, AM, 69020-120, Brasil",-3.1347681,-60.0133149,ok,endereco_padronizado,alta,"Avenida 7 de Setembro, Centro, Manaus, AM, 69020-120, Brasil","Avenida Sete de Setembro, Centro, Manaus, Amazonas, Região Norte, 69000-000, Brasil",way,160383514.0,0.053400563820859046,False
ifam_campus_manaus_distrito_industrial,1992,IFAM,Instituto Federal do Amazonas,Campus Manaus Distrito Industrial,Campus,Norte,AM,Manaus,"Avenida Danilo Matos Areosa,, Distrito Industrial, Manaus, AM, 69075-350",69075-350,(92) 3237-5800,None,http://www2.ifam.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/amazonas,"Avenida Danilo Matos Areosa,, Distrito Industrial, Manaus, AM, 69075-350, Brasil",-3.1303436,-59.9714076,ok,endereco_padronizado,alta,"Avenida Danilo Matos Areosa,, Distrito Industrial, Manaus, AM, 69075-350, Brasil","Avenida Governador Danilo de Matos Areosa, Distrito Industrial I, Manaus, Amazonas, Região Norte, 69000-000, Brasil",way,439793261.0,0.053400563820859046,False
ifam_campus_manaus_zona_leste,1940,IFAM,Instituto Federal do Amazonas,Campus Manaus Zona Leste,Campus,Norte,AM,Manaus,"Avenida Cosme Ferreira, Gilberto Mestrinho, Manaus, AM, 69086-475",69086-475,(92) 9843-5005,None,http://www2.ifam.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/amazonas,"Avenida Cosme Ferreira, Gilberto Mestrinho, Manaus, AM, 69086-475, Brasil",-3.0870128,-59.9285188,ok,endereco_padronizado,alta,"Avenida Cosme Ferreira, Gilberto Mestrinho, Manaus, AM, 69086-475, Brasil","Avenida Cosme Ferreira, Gilberto Mestrinho, Manaus, Amazonas, Região Norte, 69000-000, Brasil",way,230120839.0,0.053400563820859046,False
ifam_campus_maues,2010,IFAM,Instituto Federal do Amazonas,Campus Maués,Campus,Norte,AM,Maués,"Estrada dos Moraes, Senador José Esteves, Maués, AM, 69190-000",69190-000,(92) 99420-8503,None,http://www2.ifam.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/amazonas,"Estrada dos Moraes, Senador José Esteves, Maués, AM, 69190-000, Brasil",-3.3785269,-57.720263,ok,cep_municipio_uf,media,"69190-000, Maués, AM, Brasil","Rua Irmã Brasil, Maués, Amazonas, Região Norte, Brasil",way,279586802.0,0.05338231250476841,False
ifam_campus_parintins,2010,IFAM,Instituto Federal do Amazonas,Campus Parintins,Campus,Norte,AM,Parintins,"Estrada Odovaldo Novo, Djard Vieira, Parintins, AM, 69152-470",69152-470,(92) 5333-4607,None,http://www2.ifam.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/amazonas,"Estrada Odovaldo Novo, Djard Vieira, Parintins, AM, 69152-470, Brasil",-2.6548669,-56.7691877,ok,cep_municipio_uf,media,"69152-470, Parintins, AM, Brasil","69152-470, Parintins, Amazonas, Região Norte, Brasil",,,0.12000999999999995,False
ifam_campus_presidente_figueiredo,2010,IFAM,Instituto Federal do Amazonas,Campus Presidente Figueiredo,Campus,Norte,AM,Presidente Figueiredo,"AVENIDA ONÇA PINTADA,, GALO DA SERRA, Presidente Figueiredo, AM, 69735-000",69735-000,(92) 3324-1030,None,http://www2.ifam.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/amazonas,"AVENIDA ONÇA PINTADA,, GALO DA SERRA, Presidente Figueiredo, AM, 69735-000, Brasil",-2.0522572,-60.0199197,ok,cep_municipio_uf,media,"69735-000, Presidente Figueiredo, AM, Brasil","69735-000, Presidente Figueiredo, Amazonas, Região Norte, Brasil",,,0.12000999999999995,False
ifam_campus_sao_gabriel_da_cachoeira,1993,IFAM,Instituto Federal do Amazonas,Campus São Gabriel da Cachoeira,Campus,Norte,AM,São Gabriel da Cachoeira,"BR 307, KM 0, BAIRRO CACHOEIRINHA, Centro, São Gabriel da Cachoeira, AM, 69750-000",69750-000,(97) 3471-1894,None,http://www2.ifam.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/amazonas,"BR 307, KM 0, BAIRRO CACHOEIRINHA, Centro, São Gabriel da Cachoeira, AM, 69750-000, Brasil",-0.1163386,-67.0952755,ok,cep_municipio_uf,media,"69750-000, São Gabriel da Cachoeira, AM, Brasil","69750-000, São Gabriel da Cachoeira, Amazonas, Região Norte, Brasil",,,0.12000999999999995,False
ifam_campus_tabatinga,2010,IFAM,Instituto Federal do Amazonas,Campus Tabatinga,Campus,Norte,AM,Tabatinga,"Avenida SANTOS DUMONT, BAIRRO VILA VERDE, Centro, Tabatinga, AM, 69640-000",69640-000,(97) 3412-5142,None,http://www2.ifam.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/amazonas,"Avenida SANTOS DUMONT, BAIRRO VILA VERDE, Centro, Tabatinga, AM, 69640-000, Brasil",-4.2334175,-69.9311005,ok,cep_municipio_uf,media,"69640-000, Tabatinga, AM, Brasil","69640-000, Tabatinga, Amazonas, Região Norte, Brasil",,,0.12000999999999995,False
ifam_campus_tefe,2016,IFAM,Instituto Federal do Amazonas,Campus Tefé,Campus,Norte,AM,Tefé,"Beco João Estéfano, PRÉDIO DA ESCOLA MUNICIPAL LUZIVALDO CASTRO - PÓLO UAB, São José, Tefé, AM, 69552-565",69552-565,(92) 8419-2030,None,http://www2.ifam.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/amazonas,"Beco João Estéfano, PRÉDIO DA ESCOLA MUNICIPAL LUZIVALDO CASTRO - PÓLO UAB, São José, Tefé, AM, 69552-565, Brasil",-3.3487972,-64.7127772,ok,cep_municipio_uf,media,"69552-565, Tefé, AM, Brasil","Avenida Brasil, Tefé, Amazonas, Região Norte, 69552-305, Brasil",way,822928728.0,0.05338797360189208,False
ifam_campus_avancado_boca_do_acre,2018,IFAM,Instituto Federal do Amazonas,Campus Avançado Boca do Acre,Campus Avançado,Norte,AM,Boca do Acre,"Platô do Piquiá, Boca do Acre, AM, 69850-000",69850-000,(97) 99202-0164,None,http://www2.ifam.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/amazonas,"Platô do Piquiá, Boca do Acre, AM, 69850-000, Brasil",-8.7744853,-67.3347069,ok,endereco_padronizado,alta,"Platô do Piquiá, Boca do Acre, AM, 69850-000, Brasil","Platô do Piquiá, Boca do Acre, Amazonas, Região Norte, Brasil",node,416654308.0,0.14671456244754708,False
ifam_campus_iranduba,2018,IFAM,Instituto Federal do Amazonas,Campus Iranduba,Campus,Norte,AM,Iranduba,"Rod. Carlos Braga, s/n, Km 1, Zona Rural, Iranduba, AM, 69415-000",69415-000,None,None,http://www2.ifam.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/amazonas,"Rod. Carlos Braga, s/n, Km 1, Zona Rural, Iranduba, AM, 69415-000, Brasil",-3.2751102,-60.1907921,ok,cep_municipio_uf,media,"69415-000, Iranduba, AM, Brasil","69415-000, Iranduba, Amazonas, Região Norte, Brasil",,,0.12000999999999995,False
ifam_polo_de_inovacao_manaus,2021,IFAM,Instituto Federal do Amazonas,Polo de Inovação Manaus,Polo de Inovação,Norte,AM,Manaus,"Av. Gov. Danilo de Matos Areosa,1672 . Distrito Industrial I  69075-351",69075-351,(92) 98234-1153,None,http://www2.ifam.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/amazonas,"Av. Gov. Danilo de Matos Areosa,1672 . Distrito Industrial I 69075-351, Brasil",-3.1361215,-59.9787093,ok,cep_municipio_uf,media,"69075-351, Manaus, AM, Brasil","69075-351, Distrito Industrial I, Manaus, Amazonas, Região Norte, Brasil",,,0.12000999999999995,False
ifba_reitoria_do_instituto_federal_da_bahia,,IFBA,Instituto Federal da Bahia,Reitoria do Instituto Federal da Bahia,Reitoria,Nordeste,BA,Salvador,"Avenida Araújo Pinho, Canela, Salvador, BA, 40110-150",40110-150,(71) 2102-0414,gabinete@ifba.edu.br,https://portal.ifba.edu.br/,Luzia Matos Mota,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Avenida Araújo Pinho, Canela, Salvador, BA, 40110-150, Brasil",-12.9937068,-38.5224158,ok,endereco_padronizado,alta,"Avenida Araújo Pinho, Canela, Salvador, BA, 40110-150, Brasil","Avenida Araújo Pinho, Canela, Salvador, Bahia, Região Nordeste, 40110-150, Brasil",way,131510693.0,0.05340149767299913,False
ifba_campus_avancado_ubaitaba,2015,IFBA,Instituto Federal da Bahia,Campus Avançado Ubaitaba,Campus Avançado,Nordeste,BA,Ubaitaba,"Rua Renato Laport, S/N, Centro, Ubaitaba, BA, 45545-000",45545-000,(73) 3230-1772,dg.ubt@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Rua Renato Laport, S/N, Centro, Ubaitaba, BA, 45545-000, Brasil",-14.3117771,-39.3226605,ok,municipio_uf,baixa,"Ubaitaba, BA, Brasil","Ubaitaba, Bahia, Região Nordeste, Brasil",relation,362366.0,0.5284040194542423,True
ifba_campus_barreiras,1993,IFBA,Instituto Federal da Bahia,Campus Barreiras,Campus,Nordeste,BA,Barreiras,"Rua Gileno de Sá Oliveira, 271 - Recanto dos Pássaros, Barreiras, BA, 47808-006",47808-006,(77) 3612-9650,barreiras@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Rua Gileno de Sá Oliveira, 271 - Recanto dos Pássaros, Barreiras, BA, 47808-006, Brasil",-12.1304593,-44.9719332,ok,cep_municipio_uf,media,"47808-006, Barreiras, BA, Brasil","Rua Vital Brasil, Santa Luzia, Barreiras, Bahia, Região Nordeste, 47803-694, Brasil",way,155844971.0,0.05339367132066831,False
ifba_campus_brumado,2013,IFBA,Instituto Federal da Bahia,Campus Brumado,Campus,Nordeste,BA,Brumado,"Rua Francisco Manoel da Cruz, s/n. São José, Brumado, BA, 46100-000",46100-000,(77) 3441-1607,gabinete.bmd@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Rua Francisco Manoel da Cruz, s/n. São José, Brumado, BA, 46100-000, Brasil",-14.1961073,-41.6637332,ok,cep_municipio_uf,media,"46100-000, Brumado, BA, Brasil","46100-000, Brumado, Bahia, Região Nordeste, Brasil",,,0.12000999999999995,False
ifba_campus_camacari,2007,IFBA,Instituto Federal da Bahia,Campus Camaçari,Campus,Nordeste,BA,Camaçari,"Loteamento Espaço Alpha, s/n. Limoeiro, Camaçari, BA, 42800-590",42800-590,(71) 3621-0708,dg.camacari@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Loteamento Espaço Alpha, s/n. Limoeiro, Camaçari, BA, 42800-590, Brasil",-12.6631893,-38.3044721,ok,cep_municipio_uf,media,"42800-590, Camaçari, BA, Brasil","Kordsa Brasil, 3832, Polo Industrial, Camaçari, Bahia, Região Nordeste, Brasil",way,597749232.0,0.08005991989013501,False
ifba_campus_campo_formoso,,IFBA,Instituto Federal da Bahia,Campus Campo Formoso,Campus,Nordeste,BA,Campo Formoso,"BA-220 - Sítio Esplanada, Campo Formoso, BA, 44790-000",44790-000,(74) 9117-8848,gabinete@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"BA-220 - Sítio Esplanada, Campo Formoso, BA, 44790-000, Brasil",-10.5067205,-40.3278598,ok,cep_municipio_uf,media,"44790-000, Campo Formoso, BA, Brasil","44790-000, Campo Formoso, Bahia, Região Nordeste, Brasil",,,0.12000999999999995,False
ifba_campus_euclides_da_cunha,2015,IFBA,Instituto Federal da Bahia,Campus Euclides da Cunha,Campus,Nordeste,BA,Euclides da Cunha,"Avenida Renato Campos, n. 900, Nossa Senhora da Conceição, Euclides da Cunha, BA, 48500-000",48500-000,(75) 99810-7934,gabinete.euc@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Avenida Renato Campos, n. 900, Nossa Senhora da Conceição, Euclides da Cunha, BA, 48500-000, Brasil",-10.4936792,-38.9821775,ok,cep_municipio_uf,media,"48500-000, Euclides da Cunha, BA, Brasil","48500-000, Euclides da Cunha, Bahia, Região Nordeste, Brasil",,,0.12000999999999995,False
ifba_campus_eunapolis,1993,IFBA,Instituto Federal da Bahia,Campus Eunápolis,Campus,Nordeste,BA,Eunápolis,"Avenida David Jonas Fadini, s/n. Rosa Neto, Eunápolis, BA, 45823-431",45823-431,(73) 3281-2266,chgab-eun@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Avenida David Jonas Fadini, s/n. Rosa Neto, Eunápolis, BA, 45823-431, Brasil",-16.3451542,-39.5803281,ok,endereco_padronizado,alta,"Avenida David Jonas Fadini, s/n. Rosa Neto, Eunápolis, BA, 45823-431, Brasil","Avenida David Jonas Fadini, Rosa Neto, Eunápolis, Bahia, Região Nordeste, 45823-431, Brasil",way,166003201.0,0.0533922995345998,False
ifba_campus_feira_de_santana,2011,IFBA,Instituto Federal da Bahia,Campus Feira de Santana,Campus,Nordeste,BA,Feira de Santana,"Avenida Deputado Luís Eduardo Magalhães, Rod BR 324 - KM102, 11, Aviário Feira de Santana, BA, 44020-355",44020-355,(75) 3221-6475,diretoriageral.fsa@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Avenida Deputado Luís Eduardo Magalhães, Rod BR 324 - KM102, 11, Aviário Feira de Santana, BA, 44020-355, Brasil",-12.2266407,-38.9557542,ok,cep_municipio_uf,media,"44020-355, Feira de Santana, BA, Brasil","Rua Pau Brasil, Queimadinha, Cidade Nova, Feira de Santana, Bahia, Região Nordeste, 44053-200, Brasil",way,35044333.0,0.053383334859235486,False
ifba_campus_ilheus,2011,IFBA,Instituto Federal da Bahia,Campus Ilhéus,Campus,Nordeste,BA,Ilhéus,"Rodovia Ilhéus-Itabuna, km 13, Ilhéus, BA, 45671-700",45671-700,(73) 3656-5134,dgilheus@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Rodovia Ilhéus-Itabuna, km 13, Ilhéus, BA, 45671-700, Brasil",-14.7867077,-39.2459993,ok,endereco_padronizado,alta,"Rodovia Ilhéus-Itabuna, km 13, Ilhéus, BA, 45671-700, Brasil","Rodovia Jorge Amado, Parque Verde, Ilhéus, Bahia, Região Nordeste, 45604-650, Brasil",way,644379446.0,0.053394377813382125,False
ifba_campus_irece,2010,IFBA,Instituto Federal da Bahia,Campus Irecê,Campus,Nordeste,BA,Irecê,"Rodovia BA 148, Km 04, Vila Esperança, Irecê, BA, 44900-000",44900-000,0800-0748000,campus-irece@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Rodovia BA 148, Km 04, Vila Esperança, Irecê, BA, 44900-000, Brasil",-11.3052812,-41.8523336,ok,cep_municipio_uf,media,"44900-000, Irecê, BA, Brasil","44900-000, Irecê, Bahia, Região Nordeste, Brasil",,,0.12000999999999995,False
ifba_campus_jacobina,2011,IFBA,Instituto Federal da Bahia,Campus Jacobina,Campus,Nordeste,BA,Jacobina,"Avenida Centenário, n 500 - Bairro Nazaré, Jacobina, BA, 44700-000",44700-000,0800 074 7400,gabinete-jacobina@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Avenida Centenário, n 500 - Bairro Nazaré, Jacobina, BA, 44700-000, Brasil",-11.1789523,-40.5214581,ok,cep_municipio_uf,media,"44700-000, Jacobina, BA, Brasil","44700-000, Caeira, Jacobina, Bahia, Região Nordeste, Brasil",,,0.12000999999999995,False
